MacAddress,IpPrivate,IpPublic1,IpPublic2,Value1,Value2,Value3,Value4,Status,Location,DateTime,Description
0019.5e3c.56be,192.168.25.110,100.65.101.179,74ea.3ae1.ce83,35.1,34.9,+0.1,224,online,9/0-13D5C0-U6C0L0,4/13/2016 7:00:04 PM,
0022.10ec.c9ce,192.168.23.2,100.65.98.8,bc5f.f4c1.c3e2,36.1,53.0,+1.6,216,online,9/0-9D0C0-U4C0L0,4/13/2016 7:00:04 PM,
0023.a327.781e,192.168.19.55,100.65.99.21,30b5.c2cd.f17f,36.1,49.0,+11.8,196,online,9/0-9D0C0-U4C0L0,4/13/2016 7:00:04 PM,
0011.1a04.d66a,192.168.31.140,,,36.1,35.2,+15.4,229,online,9/0-9D0C0-U4C0L0,4/13/2016 7:00:04 PM,
a47a.a46f.b39b,192.168.15.168,101.99.38.213,d85d.4cfd.7649,35.8,55.2,+3.2,199,online,9/0-9D0C0-U4C0L0,4/13/2016 7:00:04 PM,
001a.ad95.dcfa,192.168.19.85,100.65.103.172,c83a.353a.5880,36.8,55.2,-1.3,194,online,9/0-9D0C0-U6C0L0,4/13/2016 7:00:04 PM,
0021.43c9.5a40,192.168.13.188,100.65.104.245,c83a.3542.30f0,35.5,55.2,-1.8,225,online,9/0-9D0C0-U6C0L0,4/13/2016 7:00:04 PM,
0014.e867.c51a,192.168.19.10,100.65.109.87,c4e9.8489.7914,33.8,55.2,-10.4,222,online,9/0-9D1C0-U1C0L0,4/13/2016 7:00:04 PM,
386b.bb15.ca83,192.168.19.180,100.65.102.210,e8de.2764.18ef,34.8,55.2,-11.3,222,online,9/0-9D1C0-U2C0L0,4/13/2016 7:00:04 PM,
145b.d133.fa93,192.168.35.220,100.65.103.239,c83a.351e.2048,35.6,55.2,-9.6,232,online,9/0-9D1C0-U5C0L0,4/13/2016 7:00:04 PM,
0050.bfbb.bd49,192.168.18.231,,,33.7,49.7,+0.0,214,online,9/0-9D1C0-U6C0L0,4/13/2016 7:00:04 PM,
001b.ddd1.0256,192.168.37.129,100.65.98.221,30b5.c24e.73a1,35.5,35.9,+4.1,223,online,9/0-9D1C0-U6C0L0,4/13/2016 7:00:04 PM,
0019.5e2d.dcce,192.168.20.14,100.65.109.175,c04a.000c.6db5,37.4,46.0,+7.4,222,online,9/0-9D1C0-U6C0L0,4/13/2016 7:00:04 PM,
